Nivel Jerarquico Empleo,Nivel Educativo,Naturaleza Jurídica,Municipio de Nacimiento,Tipo de Nombramiento,Sector Administrativo,Random Forest,Tree,Random Forest (ADMINISTRATIVO),Random Forest (ASESOR),Random Forest (ASISTENCIAL),Random Forest (AUXILIAR),Random Forest (CONTROLADOR DE TRÁNSITO AÉREO),Random Forest (DIRECTIVO),Random Forest (DIRECTIVO DOCENTE),Random Forest (DOCENTE),Random Forest (EJECUTIVO),Random Forest (ESPECIALISTA),Random Forest (INSPECTOR DE SEGURIDAD AÉREA),Random Forest (NO APLICA),Random Forest (OPERATIVO),Random Forest (ORIENTADOR DE DEFENSA O ESPÍRITU),Random Forest (PERSONERO),Random Forest (PROFESIONAL),Random Forest (PROFESIONAL ESPECIALIZADO),Random Forest (PROFESOR TITULAR),Random Forest (PROFESOR UNIVERSITARIO),Random Forest (SECRETARIOS),Random Forest (TRABAJADOR OFICIAL),Random Forest (TÉCNICO),Tree (ADMINISTRATIVO),Tree (ASESOR),Tree (ASISTENCIAL),Tree (AUXILIAR),Tree (CONTROLADOR DE TRÁNSITO AÉREO),Tree (DIRECTIVO),Tree (DIRECTIVO DOCENTE),Tree (DOCENTE),Tree (EJECUTIVO),Tree (ESPECIALISTA),Tree (INSPECTOR DE SEGURIDAD AÉREA),Tree (NO APLICA),Tree (OPERATIVO),Tree (ORIENTADOR DE DEFENSA O ESPÍRITU),Tree (PERSONERO),Tree (PROFESIONAL),Tree (PROFESIONAL ESPECIALIZADO),Tree (PROFESOR TITULAR),Tree (PROFESOR UNIVERSITARIO),Tree (SECRETARIOS),Tree (TRABAJADOR OFICIAL),Tree (TÉCNICO),Fold,Nivel Entidad,Meses de Experiencia Independiente,Orden,valor total experiencia (Meses)
ADMINISTRATIVO ASESOR ASISTENCIAL AUXILIAR CONTROLADOR\ DE\ TRÁNSITO\ AÉREO DIRECTIVO DIRECTIVO\ DOCENTE DOCENTE EJECUTIVO ESPECIALISTA INSPECTOR\ DE\ SEGURIDAD\ AÉREA NO\ APLICA OPERATIVO ORIENTADOR\ DE\ DEFENSA\ O\ ESPÍRITU PERSONERO PROFESIONAL PROFESIONAL\ ESPECIALIZADO PROFESOR\ TITULAR PROFESOR\ UNIVERSITARIO SECRETARIOS TRABAJADOR\ OFICIAL TÉCNICO,BASICA\ PRIMARIA BASICA\ SECUNDARIA EDUCACION\ MEDIA NO\ APLICA POSTGRADO PREGRADO,AGENCIA\ ESTATAL\ DE\ NATURALEZA\ ESPECIAL ALCALDÍA ASAMBLEA\ DEPARTAMENTAL ASOCIACIÓN\ DE\ MUNICIPIOS AUDITORÍA\ GENERAL\ DE\ LA\ REPÚBLICA CONCEJO\ DISTRITAL CONCEJO\ MUNICIPAL CONTRALORÍA\ DEPARTAMENTAL CONTRALORÍA\ DISTRITAL CONTRALORÍA\ GENERAL\ DE\ LA\ REPÚBLICA CONTRALORÍA\ MUNICIPAL CÁMARA\ DE\ REPRESENTANTES DEFENSORÍA\ DEL\ PUEBLO DEPARTAMENTO\ ADMINISTRATIVO EMPRESA\ DE\ SERVICIOS\ PÚBLICOS\ DOMICILIARIOS\ MIXTA EMPRESA\ DE\ SERVICIOS\ PÚBLICOS\ DOMICILIARIOS\ OFICIAL EMPRESA\ INDUSTRIAL\ Y\ COMERCIAL\ DEL\ ESTADO EMPRESA\ SOCIAL\ DEL\ ESTADO ENTE\ UNIVERSITARIO\ AUTÓNOMO ESPECIAL ESTABLECIMIENTO\ PÚBLICO FISCALÍA\ GENERAL\ DE\ LA\ NACIÓN GOBERNACIÓN INSTITUCIÓN\ PRESTADORA\ DE\ SERVICIOS\ DE\ SALUD INSTITUCIÓN\ UNIVERSITARIA INSTITUTO\ CIENTÍFICO\ Y\ TECNOLÓGICO MINISTERIO PERSONERÍA\ DISTRITAL PERSONERÍA\ MUNICIPAL PROCURADURÍA\ GENERAL\ DE\ LA\ NACIÓN REGIONES\ ADMINISTRATIVAS\ Y\ DE\ PLANIFICACIÓN\ -\ RAP REGISTRADURÍA\ NACIONAL REGIÓN\ ADMINISTRATIVA\ Y\ DE\ PLANIFICACIÓN\ ESPECIAL\ -\ RAPE SECRETARÍA\ DE\ DESPACHO SENADO\ DE\ LA\ REPÚBLICA SOCIEDAD\ ANÓNIMA SOCIEDAD\ DE\ ECONOMÍA\ MIXTA SOCIEDAD\ PÚBLICA\ POR\ ACCIONES SUPERINTENDENCIA\ CON\ PERSONERÍA\ JURÍDICA UNIDAD\ ADMINISTRATIVA\ ESPECIAL\ CON\ PERSONERÍA\ JURÍDICA UNIDAD\ ADMINISTRATIVA\ ESPECIAL\ SIN\ PERSONERÍA\ JURÍDICA ÁREA\ METROPOLITANA ÓRGANO\ AUTÓNOMO,string,CONTRATO\ LABORAL DESIGNACIÓN ELECCIÓN ELECCIÓN\ POPULAR ESCALAFONADO\ EN\ CARRERA ESCALAFONADO\ EN\ CARRERA\ REGISTRAL INCORPORACIÓN LIBRE\ NOMBRAMIENTO\ Y\ REMOCIÓN NOMBRAMIENTO\ PROVISIONAL PERIODO\ FIJO PERIODO\ PRUEBA PROVISIONAL REINCORPORACIÓN SUPERNUMERARIO TEMPORAL TRABAJADOR\ OFICIAL,"AGROPECUARIO,\ PESQUERO\ Y\ DE\ DESARROLLO\ RURAL AMBIENTE\ Y\ DESARROLLO\ SOSTENIBLE CIENCIA,\ TECNOLOGÍA\ E\ INNOVACIÓN COMERCIO,\ INDUSTRIA\ Y\ TURISMO CULTURA DEFENSA DEL\ DEPORTE,\ LA\ RECREACIÓN,\ LA\ ACTIVIDAD\ FÍSICA\ Y\ EL\ APROVECHAMIENTO\ DEL\ TIEMPO\ LIBRE EDUCACIÓN ESTADÍSTICAS FUNCIÓN\ PÚBLICA HACIENDA\ Y\ CRÉDITO\ PÚBLICO INCLUSIÓN\ SOCIAL\ Y\ RECONCILIACIÓN INTERIOR JUSTICIA\ Y\ DEL\ DERECHO MINAS\ Y\ ENERGÍA NO\ APLICA PLANEACIÓN PRESIDENCIA\ DE\ LA\ REPÚBLICA RELACIONES\ EXTERIORES SALUD\ Y\ PROTECCIÓN\ SOCIAL TECNOLOGÍAS\ DE\ LA\ INFORMACIÓN\ Y\ LAS\ COMUNICACIONES TRABAJO TRANSPORTE VIVIENDA\ CIUDAD\ Y\ TERRITORIO",ADMINISTRATIVO ASESOR ASISTENCIAL AUXILIAR CONTROLADOR\ DE\ TRÁNSITO\ AÉREO DIRECTIVO DIRECTIVO\ DOCENTE DOCENTE EJECUTIVO ESPECIALISTA INSPECTOR\ DE\ SEGURIDAD\ AÉREA NO\ APLICA OPERATIVO ORIENTADOR\ DE\ DEFENSA\ O\ ESPÍRITU PERSONERO PROFESIONAL PROFESIONAL\ ESPECIALIZADO PROFESOR\ TITULAR PROFESOR\ UNIVERSITARIO SECRETARIOS TRABAJADOR\ OFICIAL TÉCNICO,ADMINISTRATIVO ASESOR ASISTENCIAL AUXILIAR CONTROLADOR\ DE\ TRÁNSITO\ AÉREO DIRECTIVO DIRECTIVO\ DOCENTE DOCENTE EJECUTIVO ESPECIALISTA INSPECTOR\ DE\ SEGURIDAD\ AÉREA NO\ APLICA OPERATIVO ORIENTADOR\ DE\ DEFENSA\ O\ ESPÍRITU PERSONERO PROFESIONAL PROFESIONAL\ ESPECIALIZADO PROFESOR\ TITULAR PROFESOR\ UNIVERSITARIO SECRETARIOS TRABAJADOR\ OFICIAL TÉCNICO,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,continuous,1 2 3 4 5 6 7 8 9 10,CENTRAL DESCENTRALIZADO NO\ APLICA,continuous,NACIONAL TERRITORIAL,continuous
class,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,meta,,,,
PROFESIONAL,BASICA SECUNDARIA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,SATIVANORTE,LIBRE NOMBRAMIENTO Y REMOCIÓN,AMBIENTE Y DESARROLLO SOSTENIBLE,PROFESIONAL,PROFESIONAL,0,0.101905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.661905,0,0,0,0,0,0.23619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.222222,0,0.555556,0,0,0,0,0,0.222222,1,NO APLICA,0,NACIONAL,425
PROFESIONAL,PREGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,ARMENIA,ESCALAFONADO EN CARRERA,NO APLICA,ASISTENCIAL,ASISTENCIAL,0,0,0.608333,0,0,0,0,0,0,0,0,0,0,0,0,0.391667,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,65
PROFESIONAL,POSTGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,ORIENTADOR DE DEFENSA O ESPÍRITU,PROFESIONAL,0,0.0771429,0.0733333,0,0,0,0,0,0,0,0,0,0,0.478333,0,0.0985714,0,0,0,0,0,0.272619,0,0,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0.5,0,0,0,0,0,0.333333,1,CENTRAL,0,NACIONAL,90
ASESOR,PREGRADO,ALCALDÍA,PALMIRA,LIBRE NOMBRAMIENTO Y REMOCIÓN,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0.95,0,0,0,0,0,0,0,0.125,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,276
PROFESIONAL,POSTGRADO,ALCALDÍA,GAMARRA,LIBRE NOMBRAMIENTO Y REMOCIÓN,EDUCACIÓN,DIRECTIVO,DIRECTIVO,0,0,0.18619,0,0,0.554286,0,0,0,0,0,0,0,0,0,0.259524,0,0,0,0,0,0,0,0,0.25,0,0,0.5,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,CENTRAL,0,TERRITORIAL,476
TÉCNICO,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,LA DORADA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.214405,0,0,0,0.61131,0,0,0,0,0,0.174286,0,0,0,0,0,0,0,0,0,0,0,0.166667,0,0,0,0.666667,0,0,0,0,0,0.166667,1,CENTRAL,0,NACIONAL,192
ASISTENCIAL,POSTGRADO,ESPECIAL,RIOHACHA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.136978,0,0,0,0.380974,0,0,0,0,0,0,0,0,0,0.482048,0,0,0,0,0,0,0,0.142857,0,0,0,0.285714,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,205
DIRECTIVO,POSTGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,ARAUCA,LIBRE NOMBRAMIENTO Y REMOCIÓN,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.17381,0,0,0,0,0,0,0,0,0,0.548095,0,0,0,0,0,0.278095,0,0.0666667,0.0761905,0,0,0.238095,0,0,0,0,0,0,0,0,0,0.47619,0,0,0,0,0,0.142857,1,CENTRAL,0,TERRITORIAL,281
PROFESIONAL,POSTGRADO,GOBERNACIÓN,BARRANQUILLA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.045,0,0,0.14,0,0,0,0,0,0,0,0,0,0.815,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,CENTRAL,0,TERRITORIAL,930
DIRECTIVO,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,EL COCUY,PERIODO FIJO,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0.0452381,0,0,0,0,0,0,0,0,0,0,0.209643,0,0.465357,0,0,0,0,0,0.279762,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0.4,0,0,0,0,0,0.2,1,CENTRAL,0,NACIONAL,520
ORIENTADOR DE DEFENSA O ESPÍRITU,PREGRADO,ESTABLECIMIENTO PÚBLICO,CARTAGENA,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.652857,0,0,0,0,0,0,0,0.0452381,0,0.281905,0,0,0,0,0,0.02,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,857
PROFESIONAL,POSTGRADO,ESPECIAL,SOGAMOSO,ESCALAFONADO EN CARRERA,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.381071,0,0,0,0.618929,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0.8,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,387
PROFESIONAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,BOGOTA,ESCALAFONADO EN CARRERA,AMBIENTE Y DESARROLLO SOSTENIBLE,ASISTENCIAL,PROFESIONAL,0,0.338333,0.375833,0,0,0,0,0,0,0,0,0,0,0,0,0.285833,0,0,0,0,0,0,0,0.142857,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0.428571,0,0,0,0,0,0.142857,1,DESCENTRALIZADO,0,NACIONAL,401
PROFESIONAL,BASICA SECUNDARIA,ESTABLECIMIENTO PÚBLICO,BOGOTA,ESCALAFONADO EN CARRERA,INTERIOR,PROFESIONAL,PROFESIONAL,0,0.185119,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0.764881,0,0,0,0,0,0,0,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,431
PROFESIONAL,POSTGRADO,GOBERNACIÓN,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.285476,0,0.0428571,0,0.657381,0,0,0,0,0,0.0142857,0,0,0.111111,0,0,0,0,0,0,0,0,0.111111,0,0.111111,0,0.555556,0,0,0,0,0,0.111111,1,DESCENTRALIZADO,0,NACIONAL,255
PROFESIONAL,POSTGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,SANTA MARTA,ESCALAFONADO EN CARRERA,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,DIRECTIVO,0,0.07,0.0958333,0,0,0.0375,0,0,0,0,0,0,0,0,0,0.796667,0,0,0,0,0,0,0,0,0.25,0,0,0.375,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,410
TÉCNICO,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,MACEO,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,DIRECTIVO,0,0.0845635,0,0,0,0.35869,0,0,0,0,0,0,0,0,0,0.38,0,0,0,0,0,0.176746,0,0.181818,0,0,0,0.363636,0,0,0,0,0,0,0,0,0,0.272727,0,0,0,0,0,0.181818,1,DESCENTRALIZADO,0,TERRITORIAL,211
PROFESIONAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,TÉCNICO,PROFESIONAL,0,0,0,0,0,0.159885,0,0,0,0,0,0.163662,0,0,0,0.326919,0,0,0,0,0,0.349535,0,0,0,0,0,0.142857,0,0,0,0,0,0.142857,0,0,0,0.428571,0,0,0,0,0,0.285714,1,CENTRAL,0,NACIONAL,228
TÉCNICO,PREGRADO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,MANIZALES,LIBRE NOMBRAMIENTO Y REMOCIÓN,JUSTICIA Y DEL DERECHO,ASISTENCIAL,PROFESIONAL,0,0.17,0.425,0,0,0,0,0,0,0,0,0,0,0,0,0.370714,0,0,0,0,0,0.0342857,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,422
ASESOR,PREGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,JUSTICIA Y DEL DERECHO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.465119,0,0,0,0,0,0,0,0,0,0.534881,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,398
PROFESIONAL,PREGRADO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,TÉCNICO,PROFESIONAL,0,0,0.182738,0,0,0,0,0,0,0,0,0,0,0,0,0.334524,0,0,0,0,0,0.482738,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0.4,1,CENTRAL,0,NACIONAL,322
PROFESIONAL,POSTGRADO,REGISTRADURÍA NACIONAL,MEDELLIN,ESCALAFONADO EN CARRERA,"AGROPECUARIO, PESQUERO Y DE DESARROLLO RURAL",PROFESIONAL,PROFESIONAL,0,0.0333333,0,0,0,0,0,0,0,0,0,0.025,0,0,0,0.941667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0,0,0.857143,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,260
ASESOR,PREGRADO,GOBERNACIÓN,IBAGUE,LIBRE NOMBRAMIENTO Y REMOCIÓN,MINAS Y ENERGÍA,PROFESIONAL,PROFESIONAL,0,0,0.0886169,0,0,0,0,0,0,0,0,0,0,0,0,0.826898,0,0,0,0,0,0.0844852,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0.111111,1,CENTRAL,0,NACIONAL,200
PROFESIONAL,PREGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.0361111,0,0.853889,0,0,0,0,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0.142857,0,0.142857,0,0.571429,0,0,0,0,0,0.142857,1,NO APLICA,0,NACIONAL,385
ASISTENCIAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,APULO,ESCALAFONADO EN CARRERA,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,DIRECTIVO,0,0,0,0,0,0.45,0,0,0,0,0,0,0,0,0,0.516667,0,0,0,0,0,0.0333333,0,0,0,0,0,0.5,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,NO APLICA,0,NACIONAL,456
ASISTENCIAL,POSTGRADO,ÓRGANO AUTÓNOMO,IBAGUE,PROVISIONAL,HACIENDA Y CRÉDITO PÚBLICO,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.472222,0,0,0,0,0,0,0,0,0,0.378571,0,0,0,0,0,0.149206,0,0,0,0,0,0.428571,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0.285714,1,CENTRAL,0,TERRITORIAL,359
PROFESIONAL,POSTGRADO,GOBERNACIÓN,BOGOTA,PROVISIONAL,NO APLICA,TÉCNICO,PROFESIONAL,0,0.0340909,0.0631818,0,0,0,0,0,0,0,0,0,0,0,0,0.162727,0,0,0,0,0,0.74,0,0.111111,0.111111,0,0,0,0,0,0,0,0,0,0,0,0,0.555556,0,0,0,0,0,0.222222,1,DESCENTRALIZADO,0,NACIONAL,267
PROFESIONAL,PREGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,LA CEJA,LIBRE NOMBRAMIENTO Y REMOCIÓN,AMBIENTE Y DESARROLLO SOSTENIBLE,ASISTENCIAL,ASISTENCIAL,0,0.0866667,0.479444,0,0,0.417222,0,0,0,0,0,0,0,0,0,0.0166667,0,0,0,0,0,0,0,0.2,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,CENTRAL,0,TERRITORIAL,135
ASISTENCIAL,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,VILLAVICENCIO,PROVISIONAL,NO APLICA,PROFESIONAL,ASESOR,0,0.205476,0.191905,0,0,0.141667,0,0,0,0,0,0,0,0,0,0.337619,0,0,0,0,0,0.123333,0,0.25,0.125,0,0,0.25,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0.125,1,NO APLICA,0,TERRITORIAL,333
PROFESIONAL,PREGRADO,FISCALÍA GENERAL DE LA NACIÓN,CHAPARRAL,ESCALAFONADO EN CARRERA,MINAS Y ENERGÍA,PROFESIONAL,PROFESIONAL,0,0.106508,0,0,0,0.14619,0,0,0,0,0,0.0884921,0,0,0,0.65881,0,0,0,0,0,0,0,0.111111,0,0,0,0.111111,0,0,0,0,0,0.111111,0,0,0,0.666667,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,251
ASESOR,PREGRADO,FISCALÍA GENERAL DE LA NACIÓN,ESPINAL,ESCALAFONADO EN CARRERA,NO APLICA,ASESOR,PROFESIONAL,0,0.581667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.339762,0,0,0,0,0,0.0785714,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.625,0,0,0,0,0,0.125,1,CENTRAL,0,NACIONAL,451
TÉCNICO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,CHIQUINQUIRA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NO APLICA,0,NACIONAL,160
PROFESIONAL,POSTGRADO,ENTE UNIVERSITARIO AUTÓNOMO,YOLOMBO,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.179524,0,0,0.145774,0,0,0,0,0,0,0,0,0,0.674702,0,0,0,0,0,0,0,0,0.1,0,0,0.1,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,168
PROFESIONAL,POSTGRADO,ESPECIAL,SOCOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,835
PROFESIONAL,PREGRADO,GOBERNACIÓN,SOGAMOSO,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0940909,0,0,0,0.217702,0,0,0,0,0,0,0,0,0,0.587096,0,0,0,0,0,0.101111,0,0.0857143,0.0285714,0,0,0.142857,0,0,0,0,0,0,0,0,0,0.657143,0,0,0,0,0,0.0857143,1,CENTRAL,0,NACIONAL,281
NO APLICA,PREGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,IBAGUE,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.958333,0,0,0,0,0,0.0416667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0.333333,1,DESCENTRALIZADO,0,NACIONAL,751
PROFESIONAL,POSTGRADO,MINISTERIO,GARZON,LIBRE NOMBRAMIENTO Y REMOCIÓN,VIVIENDA CIUDAD Y TERRITORIO,TÉCNICO,TÉCNICO,0,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2525,0,0,0,0,0,0.6775,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0.4,1,NO APLICA,0,NACIONAL,380
PROFESIONAL,POSTGRADO,ALCALDÍA,SIBUNDOY,LIBRE NOMBRAMIENTO Y REMOCIÓN,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0.0166667,0,0,0,0,0,0,0,0,0,0,0,0,0,0.676667,0,0,0,0,0,0.306667,0,0.1,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.3,1,CENTRAL,0,NACIONAL,226
DIRECTIVO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,TUMACO,LIBRE NOMBRAMIENTO Y REMOCIÓN,TECNOLOGÍAS DE LA INFORMACIÓN Y LAS COMUNICACIONES,DIRECTIVO,DIRECTIVO,0,0,0.2,0,0,0.466667,0,0,0,0,0,0,0,0,0,0.283333,0,0,0,0,0,0.05,0,0,0.166667,0,0,0.5,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,96
DIRECTIVO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,"AGROPECUARIO, PESQUERO Y DE DESARROLLO RURAL",DIRECTIVO,PROFESIONAL,0,0,0.0833333,0,0,0.55,0,0,0,0,0,0,0,0,0,0.308333,0,0,0,0,0,0.0583333,0,0.166667,0.166667,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0.166667,1,CENTRAL,0,TERRITORIAL,321
PROFESIONAL,POSTGRADO,AGENCIA ESTATAL DE NATURALEZA ESPECIAL,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,ASISTENCIAL,0,0.244524,0.355952,0,0,0,0,0,0,0,0,0,0,0,0,0.399524,0,0,0,0,0,0,0,0.2,0.4,0,0,0,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,210
PROFESIONAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,SOGAMOSO,PERIODO PRUEBA,NO APLICA,ASESOR,PROFESIONAL,0,0.65,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.25,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,471
TÉCNICO,PREGRADO,ESPECIAL,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,ASISTENCIAL,PROFESIONAL,0,0.075,0.46881,0,0,0.0741667,0,0,0,0,0,0,0,0,0,0.382024,0,0,0,0,0,0,0,0.111111,0,0,0,0.111111,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,981
