Nivel Jerarquico Empleo,Nivel Educativo,Naturaleza Jurídica,Municipio de Nacimiento,Tipo de Nombramiento,Sector Administrativo,Random Forest,Tree,Random Forest (ADMINISTRATIVO),Random Forest (ASESOR),Random Forest (ASISTENCIAL),Random Forest (AUXILIAR),Random Forest (CONTROLADOR DE TRÁNSITO AÉREO),Random Forest (DIRECTIVO),Random Forest (DIRECTIVO DOCENTE),Random Forest (DOCENTE),Random Forest (EJECUTIVO),Random Forest (ESPECIALISTA),Random Forest (INSPECTOR DE SEGURIDAD AÉREA),Random Forest (NO APLICA),Random Forest (OPERATIVO),Random Forest (ORIENTADOR DE DEFENSA O ESPÍRITU),Random Forest (PERSONERO),Random Forest (PROFESIONAL),Random Forest (PROFESIONAL ESPECIALIZADO),Random Forest (PROFESOR TITULAR),Random Forest (PROFESOR UNIVERSITARIO),Random Forest (SECRETARIOS),Random Forest (TRABAJADOR OFICIAL),Random Forest (TÉCNICO),Tree (ADMINISTRATIVO),Tree (ASESOR),Tree (ASISTENCIAL),Tree (AUXILIAR),Tree (CONTROLADOR DE TRÁNSITO AÉREO),Tree (DIRECTIVO),Tree (DIRECTIVO DOCENTE),Tree (DOCENTE),Tree (EJECUTIVO),Tree (ESPECIALISTA),Tree (INSPECTOR DE SEGURIDAD AÉREA),Tree (NO APLICA),Tree (OPERATIVO),Tree (ORIENTADOR DE DEFENSA O ESPÍRITU),Tree (PERSONERO),Tree (PROFESIONAL),Tree (PROFESIONAL ESPECIALIZADO),Tree (PROFESOR TITULAR),Tree (PROFESOR UNIVERSITARIO),Tree (SECRETARIOS),Tree (TRABAJADOR OFICIAL),Tree (TÉCNICO),Fold,Nivel Entidad,Meses de Experiencia Independiente,Orden,valor total experiencia (Meses)
ASESOR,PREGRADO,GOBERNACIÓN,GACHETA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,DIRECTIVO,PROFESIONAL,0,0,0,0,0,0.527381,0,0,0,0,0,0,0,0,0,0.0142857,0,0,0,0,0,0.458333,0,0,0,0,0,0.333333,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.166667,1,CENTRAL,0,TERRITORIAL,429
TÉCNICO,POSTGRADO,ALCALDÍA,MEDELLIN,LIBRE NOMBRAMIENTO Y REMOCIÓN,INTERIOR,DIRECTIVO,DIRECTIVO,0,0,0.0333333,0,0,0.605833,0,0,0,0,0,0,0,0,0,0.360833,0,0,0,0,0,0,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,357
PROFESIONAL,PREGRADO,FISCALÍA GENERAL DE LA NACIÓN,BARRANQUILLA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.025,0,0,0,0,0,0,0,0,0,0,0,0,0,0.975,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,612
PROFESIONAL,POSTGRADO,ALCALDÍA,EL COLEGIO,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.0616667,0,0,0,0,0,0,0,0,0,0.865,0,0,0,0,0,0.0733333,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.1,1,DESCENTRALIZADO,0,NACIONAL,484
TÉCNICO,PREGRADO,ALCALDÍA,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,FUNCIÓN PÚBLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.380357,0,0,0,0,0,0,0,0.025,0,0.594643,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,610
PROFESIONAL,PREGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,EL CARMEN DE BOLIVAR,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.184177,0.0863636,0,0,0,0,0,0,0,0,0,0,0,0,0.635519,0,0,0,0,0,0.0939394,0,0.166667,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.166667,1,CENTRAL,0,NACIONAL,329
PROFESIONAL,POSTGRADO,MINISTERIO,FONSECA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.0392857,0,0,0,0,0,0,0,0,0,0.874048,0,0,0,0,0,0.0866667,0,0.2,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0.4,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,657
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,SAN GIL,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0,0.0653968,0,0,0.539206,0,0,0,0,0,0,0,0,0,0.345397,0,0,0,0,0,0.05,0,0,0.166667,0,0,0.5,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,133
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,PASTO,ESCALAFONADO EN CARRERA,TRABAJO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.681667,0,0,0,0,0,0.318333,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0.285714,1,CENTRAL,0,TERRITORIAL,392
PROFESIONAL,POSTGRADO,ENTE UNIVERSITARIO AUTÓNOMO,PASTO,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.138571,0,0,0,0,0,0,0,0,0,0.811429,0,0,0,0,0,0.05,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.333333,1,CENTRAL,0,TERRITORIAL,669
ORIENTADOR DE DEFENSA O ESPÍRITU,POSTGRADO,ESTABLECIMIENTO PÚBLICO,SAN GIL,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0485714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.501905,0,0,0,0,0,0.449524,0,0.142857,0,0,0,0,0,0,0,0,0,0,0,0,0,0.428571,0,0,0,0,0,0.428571,1,CENTRAL,0,NACIONAL,115
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,MANIZALES,ESCALAFONADO EN CARRERA,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,186
ASISTENCIAL,POSTGRADO,EMPRESA SOCIAL DEL ESTADO,SINCELEJO,ESCALAFONADO EN CARRERA,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.68254,0,0,0,0,0,0.21746,0,0,0,0,0,0.3,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.1,1,DESCENTRALIZADO,0,TERRITORIAL,156
ASISTENCIAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0333333,0,0,0,0,0,0,0.24881,0,0,0,0,0.105952,0,0.611905,0,0,0,0,0,0,0,0.142857,0.142857,0,0,0,0,0,0.142857,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,93
PROFESIONAL,BASICA SECUNDARIA,FISCALÍA GENERAL DE LA NACIÓN,TUNJA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0.0833333,0,0,0,0.866667,0,0,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,NO APLICA,0,NACIONAL,185
PROFESIONAL,POSTGRADO,FISCALÍA GENERAL DE LA NACIÓN,CUCUTA,ESCALAFONADO EN CARRERA,EDUCACIÓN,PROFESIONAL,PROFESIONAL,0,0.0142857,0,0,0,0.0775,0,0,0,0,0,0,0,0,0,0.908214,0,0,0,0,0,0,0,0.0930233,0.0930233,0,0,0.0465116,0,0,0,0,0,0,0,0,0,0.697674,0,0,0,0,0,0.0697674,1,DESCENTRALIZADO,0,NACIONAL,427
PROFESIONAL,BASICA SECUNDARIA,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,BARRANQUILLA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,ASISTENCIAL,0,0.0833333,0.229167,0,0,0.149167,0,0,0,0,0,0,0,0,0,0.538333,0,0,0,0,0,0,0,0.166667,0.333333,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.333333,0,0,0,0,0,0,1,CENTRAL,0,TERRITORIAL,255
ASISTENCIAL,POSTGRADO,GOBERNACIÓN,BOGOTA,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.232864,0,0,0,0,0,0,0,0,0,0.767136,0,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.875,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,291
DIRECTIVO,POSTGRADO,GOBERNACIÓN,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0125,0,0,0,0,0,0,0,0,0,0,0,0.04,0,0.670833,0,0,0,0,0,0.276667,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0.2,1,CENTRAL,0,NACIONAL,516
PROFESIONAL,POSTGRADO,ALCALDÍA,ALPUJARRA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,130
PROFESIONAL,PREGRADO,AUDITORÍA GENERAL DE LA REPÚBLICA,BOGOTA,ESCALAFONADO EN CARRERA,HACIENDA Y CRÉDITO PÚBLICO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.907937,0,0,0,0,0,0.0920635,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.923077,0,0,0,0,0,0.0769231,1,DESCENTRALIZADO,0,NACIONAL,299
ASISTENCIAL,PREGRADO,DEPARTAMENTO ADMINISTRATIVO,BELEN,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.00833333,0.025,0,0,0,0,0,0,0,0,0,0,0.0392857,0,0.885714,0,0,0,0,0,0.0416667,0,0,0.111111,0,0,0,0,0,0,0,0,0,0,0.111111,0,0.777778,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,204
PROFESIONAL,POSTGRADO,MINISTERIO,PASTO,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.243333,0,0.756667,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,614
DIRECTIVO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,ESCALAFONADO EN CARRERA,AMBIENTE Y DESARROLLO SOSTENIBLE,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.415714,0,0,0,0,0,0,0,0,0,0.17619,0,0,0,0,0,0.408095,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,1,CENTRAL,0,TERRITORIAL,131
PROFESIONAL,POSTGRADO,ÓRGANO AUTÓNOMO,GARZON,LIBRE NOMBRAMIENTO Y REMOCIÓN,TRANSPORTE,PROFESIONAL,ASESOR,0,0.185833,0,0,0.204167,0,0,0,0,0,0,0,0,0.025,0,0.54,0,0,0,0,0,0.045,0,0.285714,0,0,0.142857,0,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0.285714,1,DESCENTRALIZADO,0,NACIONAL,97
DIRECTIVO,POSTGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,PAMPLONA,LIBRE NOMBRAMIENTO Y REMOCIÓN,JUSTICIA Y DEL DERECHO,ORIENTADOR DE DEFENSA O ESPÍRITU,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.565,0,0.435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333333,0,0.666667,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,119
DIRECTIVO,POSTGRADO,ALCALDÍA,BOGOTA,PROVISIONAL,VIVIENDA CIUDAD Y TERRITORIO,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.110119,0,0,0,0,0,0,0,0,0,0.856548,0,0,0,0,0,0.0333333,0,0,0.111111,0,0,0.222222,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,1,NO APLICA,0,NACIONAL,234
PROFESIONAL,PREGRADO,MINISTERIO,SAHAGUN,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.75,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.285714,0,0,0.428571,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,1,NO APLICA,0,TERRITORIAL,100
TÉCNICO,POSTGRADO,ALCALDÍA,IBAGUE,ESCALAFONADO EN CARRERA,NO APLICA,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.593874,0,0,0,0,0,0,0,0,0,0.0619048,0,0,0,0,0,0.344221,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,1,CENTRAL,0,NACIONAL,117
ASISTENCIAL,POSTGRADO,ÓRGANO AUTÓNOMO,CUMARIBO,LIBRE NOMBRAMIENTO Y REMOCIÓN,PLANEACIÓN,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.695238,0,0,0,0,0,0,0,0,0,0.170238,0,0,0,0,0,0.134524,0,0,0,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0.2,1,DESCENTRALIZADO,0,TERRITORIAL,136
DIRECTIVO,POSTGRADO,ESTABLECIMIENTO PÚBLICO,MOMPOS,LIBRE NOMBRAMIENTO Y REMOCIÓN,HACIENDA Y CRÉDITO PÚBLICO,DIRECTIVO,DIRECTIVO,0,0,0,0,0,0.852381,0,0,0,0,0,0,0,0,0,0.147619,0,0,0,0,0,0,0,0,0.2,0,0,0.6,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,1,CENTRAL,0,TERRITORIAL,187
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,TELLO,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0.96,0,0,0,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,298
PROFESIONAL,POSTGRADO,GOBERNACIÓN,MANIZALES,ESCALAFONADO EN CARRERA,NO APLICA,TÉCNICO,PROFESIONAL,0,0.155397,0.0813492,0,0,0,0,0,0,0,0,0,0,0,0,0.23373,0,0,0,0,0,0.529524,0,0.0666667,0.0761905,0,0,0.238095,0,0,0,0,0,0,0,0,0,0.47619,0,0,0,0,0,0.142857,1,CENTRAL,0,TERRITORIAL,302
TÉCNICO,POSTGRADO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,BOGOTA,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0.140087,0,0,0,0,0,0,0,0,0,0,0,0,0.652208,0,0,0,0,0,0.207706,0,0,0.1,0,0,0,0,0,0,0,0,0.1,0,0.1,0,0.6,0,0,0,0,0,0.1,1,DESCENTRALIZADO,0,NACIONAL,141
NO APLICA,POSTGRADO,ALCALDÍA,PLANETA RICA,ESCALAFONADO EN CARRERA,ESTADÍSTICAS,PROFESIONAL,PROFESIONAL,0,0.065,0,0,0,0,0,0,0,0,0,0,0,0,0,0.935,0,0,0,0,0,0,0,0.0930233,0.0930233,0,0,0.0465116,0,0,0,0,0,0,0,0,0,0.697674,0,0,0,0,0,0.0697674,1,DESCENTRALIZADO,0,NACIONAL,416
PROFESIONAL,BASICA SECUNDARIA,ALCALDÍA,OROCUE,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.219286,0,0,0,0,0,0,0,0,0,0.780714,0,0,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,0,0,0,0.714286,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,702
ASISTENCIAL,PREGRADO,ENTE UNIVERSITARIO AUTÓNOMO,EL CARMEN,ESCALAFONADO EN CARRERA,TRANSPORTE,PROFESIONAL,PROFESIONAL,0,0,0.195,0,0,0.025,0,0,0,0,0,0,0,0,0,0.78,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0.8,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,275
CONTROLADOR DE TRÁNSITO AÉREO,POSTGRADO,ALCALDÍA,ALPUJARRA,ESCALAFONADO EN CARRERA,NO APLICA,ASESOR,ASISTENCIAL,0,0.417381,0.304048,0,0,0.210952,0,0,0,0,0,0,0,0,0,0.0533333,0,0,0,0,0,0.0142857,0,0.2,0.4,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,1,DESCENTRALIZADO,0,NACIONAL,571
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.055,0,0,0,0.0428571,0,0,0.0485714,0,0,0,0,0.225833,0,0.492738,0,0,0,0,0,0.135,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,587
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,LIBRE NOMBRAMIENTO Y REMOCIÓN,DEFENSA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.160952,0,0,0,0,0,0,0,0,0,0.774048,0,0,0,0,0,0.065,0,0,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,1,CENTRAL,0,TERRITORIAL,498
DIRECTIVO,PREGRADO,FISCALÍA GENERAL DE LA NACIÓN,ARMENIA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.195952,0,0,0.268214,0,0,0,0,0,0,0,0,0,0.495833,0,0,0,0,0,0.04,0,0,0.333333,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0,1,NO APLICA,0,TERRITORIAL,204
ASESOR,PREGRADO,MINISTERIO,QUIBDO,ESCALAFONADO EN CARRERA,PLANEACIÓN,PROFESIONAL,PROFESIONAL,0,0,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0.98,0,0,0,0,0,0,0,0,0.111111,0,0,0.111111,0,0,0,0,0,0,0,0,0,0.777778,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,159
PROFESIONAL,POSTGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,SANTA ROSA DE CABAL,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.197143,0.11,0,0,0,0,0,0,0,0,0,0,0.0366667,0,0.641905,0,0,0,0,0,0.0142857,0,0.142857,0.142857,0,0,0,0,0,0.142857,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,91
PROFESIONAL,POSTGRADO,MINISTERIO,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,77
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.23631,0.0375,0,0,0.125,0,0,0,0,0,0,0,0,0,0.522024,0,0,0,0,0,0.0791667,0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.142857,1,CENTRAL,0,TERRITORIAL,356
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,BOGOTA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.272619,0,0,0,0,0,0,0,0,0,0,0,0,0.579762,0,0,0,0,0,0.147619,0,0,0.285714,0,0,0,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.142857,1,CENTRAL,0,NACIONAL,793
TÉCNICO,POSTGRADO,ENTE UNIVERSITARIO AUTÓNOMO,BOLIVAR,CONTRATO LABORAL,AMBIENTE Y DESARROLLO SOSTENIBLE,PROFESIONAL,PROFESIONAL,0,0,0.156746,0,0,0.285714,0,0,0,0,0,0,0,0.0886905,0,0.468849,0,0,0,0,0,0,0,0,0.166667,0,0,0.166667,0,0,0,0,0,0,0,0.166667,0,0.5,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,272
PROFESIONAL,POSTGRADO,ESTABLECIMIENTO PÚBLICO,CALI,PROVISIONAL,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.0285714,0,0,0,0,0,0,0,0,0,0.957143,0,0,0,0,0,0.0142857,0,0,0.166667,0,0,0,0,0,0,0,0,0,0,0,0,0.833333,0,0,0,0,0,0,1,DESCENTRALIZADO,0,TERRITORIAL,269
PROFESIONAL,PREGRADO,ESTABLECIMIENTO PÚBLICO,PEREIRA,LIBRE NOMBRAMIENTO Y REMOCIÓN,TRANSPORTE,DIRECTIVO,DIRECTIVO,0,0,0.103333,0,0,0.876667,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02,0,0,0.285714,0,0,0.428571,0,0,0,0,0,0,0,0,0,0.285714,0,0,0,0,0,0,1,NO APLICA,0,TERRITORIAL,107
ASESOR,POSTGRADO,ALCALDÍA,BOGOTA,PROVISIONAL,NO APLICA,TÉCNICO,TÉCNICO,0,0,0,0,0,0.162912,0,0,0,0,0,0,0,0,0,0.39922,0,0,0,0,0,0.437868,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0.5,1,CENTRAL,0,NACIONAL,215
ORIENTADOR DE DEFENSA O ESPÍRITU,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,GUADALAJARA DE BUGA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.282619,0,0,0,0.05,0,0,0,0,0,0,0,0,0,0.667381,0,0,0,0,0,0,0,0.166667,0,0,0,0.166667,0,0,0,0,0,0,0,0,0,0.666667,0,0,0,0,0,0,1,CENTRAL,0,NACIONAL,264
PROFESIONAL,PREGRADO,ALCALDÍA,CALARCA,ESCALAFONADO EN CARRERA,"AGROPECUARIO, PESQUERO Y DE DESARROLLO RURAL",ASESOR,PROFESIONAL,0,0.65,0,0,0,0.05,0,0,0,0,0,0,0,0.05,0,0.25,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0.6,0,0,0,0,0,0,1,DESCENTRALIZADO,0,NACIONAL,471
TÉCNICO,POSTGRADO,CONTRALORÍA GENERAL DE LA REPÚBLICA,BARRANQUILLA,LIBRE NOMBRAMIENTO Y REMOCIÓN,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0.144444,0,0,0.298889,0,0,0,0,0,0,0,0,0,0.556667,0,0,0,0,0,0,0,0,0.142857,0,0,0.285714,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0,1,CENTRAL,0,TERRITORIAL,160
PROFESIONAL,POSTGRADO,PROCURADURÍA GENERAL DE LA NACIÓN,BARBACOAS,ELECCIÓN POPULAR,AMBIENTE Y DESARROLLO SOSTENIBLE,PROFESIONAL,PROFESIONAL,0,0.0592857,0,0,0,0.0781746,0,0,0,0,0,0,0,0,0,0.618294,0,0,0,0,0,0.244246,0,0.0857143,0.0285714,0,0,0.142857,0,0,0,0,0,0,0,0,0,0.657143,0,0,0,0,0,0.0857143,1,CENTRAL,0,NACIONAL,282
PROFESIONAL,POSTGRADO,UNIDAD ADMINISTRATIVA ESPECIAL CON PERSONERÍA JURÍDICA,BOGOTA,PROVISIONAL,FUNCIÓN PÚBLICA,PROFESIONAL,PROFESIONAL,0,0.254841,0,0,0,0,0,0,0,0,0,0,0,0,0,0.53746,0,0,0,0,0,0.207698,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.25,1,DESCENTRALIZADO,0,NACIONAL,346
PROFESIONAL,POSTGRADO,SUPERINTENDENCIA CON PERSONERÍA JURÍDICA,MEDELLIN,PROVISIONAL,INCLUSIÓN SOCIAL Y RECONCILIACIÓN,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0.9,0,0,0,0,0,0,0,0,0,0,0,0.375,0,0,0,0,0,0,0,0,0,0.5,0,0,0,0,0,0.125,1,CENTRAL,0,TERRITORIAL,1027
PROFESIONAL,POSTGRADO,MINISTERIO,MONIQUIRA,PERIODO FIJO,NO APLICA,PROFESIONAL,PROFESIONAL,0,0.0285714,0,0,0,0.0166667,0,0,0,0,0,0,0,0.0583333,0,0.700119,0,0,0,0,0,0.19631,0,0,0,0,0,0.285714,0,0,0,0,0,0,0,0,0,0.571429,0,0,0,0,0,0.142857,1,NO APLICA,0,NACIONAL,202
ASESOR,PREGRADO,UNIDAD ADMINISTRATIVA ESPECIAL SIN PERSONERÍA JURÍDICA,QUIBDO,PERIODO PRUEBA,NO APLICA,PROFESIONAL,TÉCNICO,0,0,0.202143,0,0,0.281905,0,0,0,0,0,0,0,0,0,0.412619,0,0,0,0,0,0.103333,0,0,0.2,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.6,1,CENTRAL,0,TERRITORIAL,387
ASISTENCIAL,PREGRADO,FISCALÍA GENERAL DE LA NACIÓN,BARRANQUILLA,ESCALAFONADO EN CARRERA,NO APLICA,PROFESIONAL,PROFESIONAL,0,0,0,0,0,0,0,0,0,0,0,0,0,0.217738,0,0.490357,0,0,0,0,0,0.291905,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.6,0,0,0,0,0,0.2,1,CENTRAL,0,NACIONAL,157
